id,SalePrice
1461,119391.26950785158
1462,154201.98853149876
1463,182402.46474091779
1464,193822.2146853021
1465,199135.0078997035
1466,171653.0156116314
1467,178680.97873330885
1468,160757.88169082525
1469,193790.76397121875
1470,120326.45635230557
1471,190308.15504058232
1472,97543.11557526977
1473,95303.99132975194
1474,146515.95019308914
1475,116217.83773227438
1476,363665.8888150451
1477,253691.75319425605
1478,295531.82215395407
1479,301274.96128208295
1480,461658.90053628816
1481,329757.972602046
1482,209996.56526419715
1483,178936.63477254263
1484,163653.63027778693
1485,192219.78507830744
1486,193249.4734962154
1487,342173.9436086023
1488,237942.69469548418
1489,195079.01836127572
1490,232397.68704074822
1491,195428.40622164906
1492,92019.70736514157
1493,189710.36968921227
1494,300308.6995958907
1495,292926.7395587206
1496,232516.2045365435
1497,180345.7078951092
1498,168809.03220085712
1499,163926.56948095965
1500,153543.5171418966
1501,172807.85293158883
1502,145286.5842149718
1503,284826.52772123436
1504,242065.2681742151
1505,224781.4829904172
1506,187626.42441753796
1507,245118.0514780437
1508,202728.59573651484
1509,162664.2032476304
1510,144203.97749868763
1511,149073.2042557099
1512,174642.36311484524
1513,149794.31940623047
1514,160028.87850047945
1515,193428.55053490406
1516,157892.84519260877
1517,168226.3494878745
1518,132218.25075068168
1519,210545.49330419523
1520,127532.01944328872
1521,130897.10015553552
1522,177786.6593051955
1523,110819.59752883477
1524,125406.9860788875
1525,119076.17793972132
1526,113629.67522205878
1527,107910.06317273292
1528,136981.73700324463
1529,150513.607958777
1530,185414.85488942437
1531,106128.02138485089
1532,98120.22982491803
1533,144064.03111498768
1534,126668.41233236769
1535,149622.73796000797
1536,106347.92227781573
1537,64403.89846862486
1538,152501.82361746248
1539,194196.6130626053
1540,96891.72803466629
1541,138019.9449857194
1542,142129.06236487327
1543,188632.70939499213
1544,84252.694028213
1545,113408.79015270818
1546,134199.2878230153
1547,127336.99092356018
1548,139005.6263698102
1549,118755.80927276284
1550,136673.94509326073
1551,108207.87481547246
1552,136357.66078352084
1553,151241.0538374196
1554,116676.06881485373
1555,160180.79193614144
1556,85034.55842574117
1557,106284.63808270861
1558,99001.00203810347
1559,61887.38326129838
1560,136835.58256657352
1561,126502.27276483385
1562,130808.48500298712
1563,118433.98865509802
1564,155970.91135599813
1565,151154.4736075722
1566,236749.60105969795
1567,78535.7703420784
1568,230937.78506562498
1569,129111.81540977267
1570,138090.9995288662
1571,124886.40253658082
1572,142985.04165876668
1573,235686.54484264113
1574,120569.94963098996
1575,226583.1865187121
1576,241849.29250202083
1577,182780.62292935676
1578,148017.993506749
1579,143676.54179161962
1580,195557.7717676807
1581,154057.36890569574
1582,125351.19580924742
1583,296273.00400629645
1584,216317.1849306093
1585,136409.6104794615
1586,67072.8757175135
1587,104141.79687382642
1588,151542.99251620128
1589,96206.98797414287
1590,134167.60202778337
1591,91789.86445117684
1592,113509.10781279957
1593,126802.67985410121
1594,122808.6646804117
1595,109095.01038204688
1596,220909.30349865538
1597,192599.92794039924
1598,227078.95722291223
1599,170787.50309080415
1600,161889.0665984945
1601,68266.16997575274
1602,115256.08627109272
1603,72624.20355033714
1604,262624.95792750374
1605,241458.99758268538
1606,167936.7802698377
1607,173069.53891721866
1608,217247.7874577363
1609,186058.44711393543
1610,150949.04255184537
1611,137843.9123064833
1612,168986.50556098716
1613,162200.47990536503
1614,127209.9825477942
1615,93557.27177267353
1616,77482.20130534793
1617,94533.92007589215
1618,125158.41346441244
1619,140393.58734567044
1620,150537.73431489136
1621,138104.5257365334
1622,141756.3994443922
1623,261840.61563823398
1624,206139.8699886549
1625,120547.29863175016
1626,171361.42012875897
1627,190045.0253406993
1628,284388.94641388254
1629,183596.84879493632
1630,349352.52272986737
1631,229679.93217987716
1632,248978.37027629744
1633,176129.7186937135
1634,183417.53238701093
1635,174871.04136610316
1636,153480.46407515116
1637,198947.85837703577
1638,182178.64794221768
1639,190155.40797789712
1640,249106.2619938156
1641,184888.87464500195
1642,237199.99810509427
1643,214372.5763692164
1644,233024.7752183577
1645,193452.93129607593
1646,158347.46721153505
1647,163023.47237552577
1648,130347.41544441246
1649,139075.9850846498
1650,114654.9575302981
1651,121431.18932246086
1652,97867.1376822351
1653,99513.51190297677
1654,146574.6520901923
1655,139506.23187276183
1656,141315.59697823366
1657,148674.55014329636
1658,144622.1483166621
1659,122456.08016071911
1660,154677.3003275026
1661,419998.06558866554
1662,410048.8675991662
1663,382046.25228167407
1664,449195.14391273586
1665,305603.8951281016
1666,334632.2457055027
1667,374050.73556206265
1668,343793.47948824125
1669,311566.7219150114
1670,354087.0264248743
1671,259120.13113236387
1672,419574.9840492003
1673,290300.4790262998
1674,241411.9302118791
1675,192892.2100196836
1676,191839.8101994622
1677,218668.09498761428
1678,434789.61608508026
1679,389685.7671412705
1680,326972.42925696704
1681,245873.2667718511
1682,322364.8277798301
1683,181922.26647822643
1684,177104.79107923602
1685,175436.86099911135
1686,168634.1931946042
1687,175323.1286532515
1688,188501.10653524002
1689,194792.24885680364
1690,197149.77707710656
1691,185915.22136613543
1692,274180.4105346964
1693,170488.2203202758
1694,184297.95579958934
1695,169569.72348776416
1696,269572.90132000414
1697,174478.97463150552
1698,352196.919648575
1699,314792.08016409323
1700,252394.31393341738
1701,273516.18739836855
1702,242004.97356008244
1703,240337.72529001473
1704,276013.36779286165
1705,235580.82746071563
1706,344965.3619991926
1707,211358.86136894688
1708,202047.7011090954
1709,263748.95059084444
1710,217207.74045058788
1711,275280.52189218416
1712,255763.43628323922
1713,274674.8605956791
1714,222822.05242730858
1715,208231.30260149724
1716,185310.60545827198
1717,179247.5503864591
1718,136983.75442011468
1719,206830.77891659623
1720,246615.71531063525
1721,167481.02363748205
1722,125680.93551930528
1723,155958.9983939213
1724,206946.81784194306
1725,238205.90754240184
1726,185085.54589248344
1727,152052.52443702635
1728,175463.9625715232
1729,167802.98242652926
1730,157613.2663235373
1731,121293.80123995706
1732,125738.29075250441
1733,115182.31382359363
1734,121617.99324328027
1735,126582.77857944214
1736,108938.24032811874
1737,300535.8267326808
1738,243483.14809033184
1739,245286.13743337488
1740,204233.4276182821
1741,185780.0528170501
1742,171778.1724706245
1743,179297.95785957115
1744,310868.81761209504
1745,217922.9237615934
1746,186753.25028196923
1747,215623.10320374547
1748,218923.2670714525
1749,144027.24088894977
1750,125681.02876914325
1751,252160.1982647964
1752,117380.69182890073
1753,149787.98377444263
1754,196718.44899411246
1755,164805.98464959324
1756,124903.79077913842
1757,120879.75624315959
1758,144161.04559660942
1759,160783.02297275054
1760,166093.1014236365
1761,146376.84047137402
1762,178929.76623223803
1763,185744.2766556008
1764,113273.09879221802
1765,165270.91789716415
1766,187863.3354866738
1767,221820.58173300704
1768,142284.80412568
1769,175726.5043657763
1770,152618.3462601006
1771,126643.52475207669
1772,132598.63875396125
1773,126785.7920684797
1774,141470.10866222443
1775,141634.02232950123
1776,129401.36859193043
1777,108639.58987085512
1778,137804.47603489942
1779,116945.41994798461
1780,181896.4576229331
1781,129307.0879030588
1782,88013.2541307057
1783,139813.21923144732
1784,105197.32270703542
1785,124397.35764742008
1786,140628.64816150616
1787,167157.70298227633
1788,58084.65967989704
1789,100555.59313096364
1790,77322.9661273896
1791,176922.59726681997
1792,158762.4770065089
1793,128098.2303890015
1794,152595.7804011157
1795,133294.55108032894
1796,130896.85477287417
1797,115609.24125290605
1798,121525.16294590109
1799,110610.84860707315
1800,131862.53955612757
1801,125489.43912748339
1802,145005.72663541883
1803,149328.1441223811
1804,135911.83917021277
1805,136898.82304120943
1806,124056.55516841784
1807,136949.11387487163
1808,126561.21194507518
1809,122551.72409805695
1810,141520.38952418725
1811,95983.75782550311
1812,98657.45795743314
1813,121842.37102032063
1814,95261.15209712634
1815,52827.3871297711
1816,97790.85449072573
1817,107925.15334940217
1818,140576.05529021894
1819,123392.39615671712
1820,51571.889681249704
1821,118197.9020267736
1822,155590.1733498423
1823,42728.72106132476
1824,131998.7605279249
1825,137864.60974963772
1826,101994.35570382992
1827,101436.73728824448
1828,137840.17180483002
1829,124027.15204875673
1830,138503.62995746537
1831,147935.59451489412
1832,75026.04660582596
1833,141834.07223698258
1834,116506.09164586723
1835,119746.57409227567
1836,125685.85994763674
1837,86216.80171820371
1838,121802.47871024736
1839,95039.2983922823
1840,143616.5346686364
1841,136777.22097015398
1842,87294.86037219847
1843,127596.49897495318
1844,144995.9418437846
1845,140536.75315660558
1846,155216.70024938567
1847,165871.0465465341
1848,52760.86119610943
1849,112982.05696984929
1850,117226.13447137867
1851,153061.75467943103
1852,126059.80955199276
1853,121732.54522428387
1854,166375.13883051905
1855,145890.76436096488
1856,221457.64628305865
1857,135644.27050234348
1858,133938.50687814207
1859,121050.48005088167
1860,146607.90895110046
1861,120525.56859903086
1862,329409.08629639447
1863,309367.8694019021
1864,309437.0486675736
1865,334670.06258668465
1866,331360.5884168351
1867,228754.49213199614
1868,288756.5332522886
1869,203548.70599294355
1870,227114.7435926329
1871,259273.93555039956
1872,174893.6702298739
1873,232370.77685673838
1874,154406.30310924444
1875,201049.31969501017
1876,197299.8174862441
1877,210755.44250084207
1878,203847.28704528153
1879,128221.12476799477
1880,133264.52740654146
1881,243879.10645754216
1882,244434.62815529673
1883,185837.38739340557
1884,202347.6007346303
1885,243569.4658823921
1886,294809.3266396487
1887,212901.9768440835
1888,271518.84593222395
1889,167421.70453338575
1890,115192.23993901144
1891,136669.74272636813
1892,97804.94216487445
1893,125867.14451971208
1894,124120.45641960105
1895,131974.28005294324
1896,127336.12973661645
1897,112196.67816019467
1898,108332.94206355618
1899,162920.4793626708
1900,158605.6572875068
1901,170291.66045539104
1902,152404.546798306
1903,220994.75548280033
1904,145647.224223701
1905,199698.02093802596
1906,154674.82217482405
1907,206084.7315192933
1908,111437.81591133171
1909,133963.99819561822
1910,120659.24159753959
1911,221201.61747184207
1912,334750.3807222248
1913,141510.0146346307
1914,53717.741459972945
1915,297553.8252799623
1916,65911.56688038472
1917,251868.02415340728
1918,140135.67360157473
1919,175678.51871168733
1920,153436.6455635583
1921,377737.488602115
1922,322032.0625149743
1923,231020.2073389257
1924,216296.2314384337
1925,196796.22685269048
1926,369245.77282938315
1927,133214.1265622123
1928,161109.65701106234
1929,124527.73475920297
1930,132529.94178015043
1931,142178.50147677504
1932,141096.17467082903
1933,181641.75189220923
1934,181361.70347219132
1935,171042.97738269262
1936,195066.77120555655
1937,183930.1930134687
1938,173408.52041634003
1939,243050.42141094294
1940,193619.86399065677
1941,169224.42858676045
1942,185154.55699219165
1943,214016.41107607796
1944,372373.6658898499
1945,400018.4060052309
1946,131887.36642216129
1947,277793.6815984496
1948,171024.09563784127
1949,245959.27528067262
1950,190077.15350343825
1951,243466.0272823236
1952,205940.42987727217
1953,165703.80003188126
1954,185186.57189201302
1955,136294.28424246435
1956,303857.3743831763
1957,152406.82295447084
1958,301268.93362915877
1959,144310.4464606411
1960,116515.87278717771
1961,119724.64974106371
1962,98487.43979662078
1963,105395.94692890976
1964,105400.26099756667
1965,141766.82110268282
1966,138935.51960902178
1967,295641.49842811935
1968,415161.98679720133
1969,390312.2701283122
1970,414985.44750917057
1971,454638.47544083826
1972,381561.1556499626
1973,269527.8922804027
1974,336797.63509924454
1975,501351.5103356466
1976,274061.12132455385
1977,355985.6106287718
1978,346407.45746359305
1979,325310.0365399131
1980,203562.8405666842
1981,339110.8168766431
1982,218371.45528997874
1983,204508.11970960523
1984,170692.25641224606
1985,224443.69552975017
1986,209237.95165440865
1987,184690.3744453492
1988,174104.87240405532
1989,191538.95790105048
1990,209129.4806239755
1991,228774.39757834142
1992,212893.3809936431
1993,168742.18942837388
1994,228625.79894667005
1995,184559.55096804857
1996,248778.71401922582
1997,317158.3407874946
1998,314603.32872240443
1999,280132.05933995516
2000,319017.6010513336
2001,274293.7122240572
2002,240964.0671916474
2003,256896.41737956638
2004,278006.1792969766
2005,223566.40018057628
2006,220830.19734707806
2007,251649.55676300926
2008,214723.37311798157
2009,196356.56558389546
2010,196679.4139040661
2011,145757.0686603575
2012,176471.85996719723
2013,178315.96743605728
2014,184109.53032934695
2015,208245.26399537423
2016,190521.9289075672
2017,192595.98969869816
2018,116826.91790466604
2019,134173.17461291116
2020,103790.42865633078
2021,103611.18853410362
2022,183737.019026032
2023,144085.9700977879
2024,270498.3244954843
2025,346850.72384602984
2026,175859.5393865929
2027,158625.92222859082
2028,155331.13297107568
2029,167493.51610464446
2030,263821.16964022315
2031,229130.8333854155
2032,250810.54172054946
2033,256336.85018557488
2034,175166.69943095976
2035,220355.28834850012
2036,200925.61191611708
2037,208954.19840712956
2038,328031.24919896247
2039,230023.87835850596
2040,270295.88111533993
2041,298640.1521731422
2042,206243.23989572146
2043,175692.35822059325
2044,173865.99654616043
2045,211003.08036404254
2046,145893.53657293384
2047,148275.3743670053
2048,141821.4125748817
2049,143698.13393525843
2050,178039.49056252252
2051,103457.6438290612
2052,124174.42129937901
2053,149323.19903324926
2054,89755.71441908361
2055,158612.44191923138
2056,147031.34142973533
2057,113981.61687785346
2058,214053.58725167933
2059,131184.06667467003
2060,175487.7961028632
2061,177234.78517291564
2062,128755.04950122561
2063,116846.68224161786
2064,139548.97096590273
2065,120306.146016059
2066,165523.35220994393
2067,108786.28193865725
2068,148618.07693170942
2069,87584.19962148865
2070,118091.44535724948
2071,93621.13381898325
2072,137704.962887173
2073,132090.8251539395
2074,187837.45315540567
2075,150785.55166077055
2076,119859.94712576074
2077,152276.3221922702
2078,125624.85291442281
2079,134806.70193364745
2080,116328.92449693596
2081,128642.95656049006
2082,122422.60625349515
2083,149335.67993601892
2084,109045.88464120653
2085,113955.6660625385
2086,117889.12285736784
2087,123572.13602902839
2088,96573.74064320409
2089,76473.83714350808
2090,123747.30517971204
2091,113624.57334363674
2092,122610.91624789327
2093,116611.32730293712
2094,114640.68267405297
2095,148445.60248944318
2096,85522.49439398362
2097,97837.78743209555
2098,148012.56205127464
2099,52465.16877360317
2100,77632.42453191857
2101,118628.43200895346
2102,127658.11445252657
2103,104112.91157620659
2104,142802.00905051772
2105,129011.43951437942
2106,67205.25382238458
2107,189364.78141143583
2108,116964.83949554032
2109,111355.33524438116
2110,126584.96621822585
2111,138138.64373109545
2112,137794.73230458467
2113,120697.91802788714
2114,119063.75276211684
2115,164506.5614062185
2116,116689.72639339755
2117,152406.30359880446
2118,126730.17406835045
2119,110602.48318027596
2120,111892.39677452638
2121,99311.16085401483
2122,113031.4294264481
2123,83470.21819912666
2124,160984.15299068508
2125,127881.46920321984
2126,150580.6020201161
2127,161288.1157767417
2128,128637.08511400873
2129,95298.64266327032
2130,137816.5441109286
2131,143735.6377683879
2132,112563.90779628496
2133,123054.71841444376
2134,121443.47085636733
2135,99349.15091894717
2136,78795.55790398241
2137,104709.55348992044
2138,133629.2137053492
2139,152058.57810210393
2140,140837.24756023014
2141,165814.87211813225
2142,125551.88622616274
2143,146972.34432316717
2144,122162.96454408369
2145,137240.2757165591
2146,173418.96457082342
2147,144063.74296158546
2148,131991.60315019882
2149,150569.33256220244
2150,232308.18418071562
2151,117961.33288147867
2152,174122.1462424809
2153,158947.51040031493
2154,101449.02309633286
2155,139751.3400630211
2156,266840.11028557294
2157,223864.3844285613
2158,238955.89529998932
2159,217810.75375653664
2160,183422.48107611836
2161,236653.77180060983
2162,379730.217025851
2163,331806.1345963904
2164,256314.83042706558
2165,198370.33993077878
2166,159391.9710653375
2167,218813.63337943907
2168,192173.079118958
2169,197290.64342154027
2170,216024.45854879712
2171,159770.9704105053
2172,133740.06112971826
2173,172671.37263513159
2174,222397.299267778
2175,298202.9679554417
2176,315981.72382821224
2177,235152.24829500454
2178,212370.5304150708
2179,136736.8681260685
2180,214299.1624322171
2181,192504.46870014488
2182,224806.87023467198
2183,190735.98603377008
2184,120562.31797599929
2185,130228.58135746524
2186,145834.4760487582
2187,152349.733386497
2188,157667.13628764817
2189,253007.33581986083
2190,82151.01900020603
2191,83638.78537162254
2192,88696.42474994142
2193,109005.45023603637
2194,98516.12532871522
2195,103442.08424942115
2196,101209.08834610548
2197,116036.52011174659
2198,160046.00710917555
2199,179313.06622371988
2200,146823.48862137104
2201,143828.7060368974
2202,222938.583151796
2203,139924.03687211906
2204,175643.24504631734
2205,118725.97079739867
2206,140319.6410201704
2207,222820.2162329627
2208,268230.0564912577
2209,238266.42487010462
2210,121914.95840159737
2211,120116.26966417923
2212,120893.11735248391
2213,104757.8888509169
2214,134111.01858358257
2215,102604.96802965194
2216,146532.04092528572
2217,66590.91414644674
2218,67976.6367950461
2219,68077.76294323668
2220,59301.83382379698
2221,297928.5690850956
2222,273707.7166935166
